Region,Year,Month,Food,Alcoholic_beverages,Housing,Apparel,Transportation,Healthcare,Entertainment,Education_and_communication,Other_goods_and_services
All,2015,Jun,246.68,238.911,238.568,124.954,208.012,446.271,116.395,137.425,415.022
All,2015,Jul,247.003,239.092,239.085,122.607,207.218,446.773,116.355,137.6,415.359
All,2015,Aug,247.671,239.313,239.298,124.547,203.377,446.536,116.084,138.291,415.576
All,2015,Sep,248.632,239.287,239.651,128.54,197.593,447.289,116.024,139.092,416.34
All,2015,Oct,249.052,240.656,239.395,129.446,195.858,450.065,116.1,139.344,417.968
All,2015,Nov,248.306,240.512,239.325,127.039,194.404,451.371,115.763,139.527,418.351
All,2015,Dec,247.903,240.128,239.514,122.792,191.528,451.072,115.625,139.388,418.298
All,2015,Annual,247.235,239.53,238.06,125.903,199.067,446.752,115.941,138.209,414.898
All,2016,Jan,248.631,241.535,240.424,121.878,190.162,454.175,116.062,139.481,419.074
All,2016,Feb,248.8,242.437,241.015,125.567,187.345,458.295,116.631,139.236,419.627
All,2016,Mar,247.978,242.23,241.485,127.427,191.257,458.62,117.071,139.279,420.632
All,2016,Apr,248.413,242.407,241.79,127.77,195.491,459.994,117.515,139.316,420.977
All,2016,May,247.86,242.43,242.811,127.758,198.613,461.23,117.512,138.971,421.881
All,2016,Jun,247.482,242.133,244.28,125.472,200.262,462.075,117.582,138.898,422.915
All,2016,Jul,247.554,242.032,244.936,123.03,197.145,464.164,117.358,138.79,423.439
All,2016,Aug,247.719,242.009,245.472,124.871,195.198,468.379,117.119,139.311,424.105
All,2016,Sep,247.917,242.614,246.127,128.429,195.402,469.154,116.945,139.176,425.494
All,2016,Oct,248.073,243.674,246.264,130.328,196.185,469.23,116.713,138.979,425.524
All,2016,Nov,247.435,243.395,246.271,127.377,195.411,469.333,116.746,139.086,426.045
All,2016,Dec,247.313,243.414,246.795,122.637,196.252,469.447,116.559,139.076,427.159
All,2016,Annual,247.931,242.526,243.973,126.045,194.894,463.675,116.984,139.133,423.073
All,2017,Jan,248.242,244.516,247.942,123.088,199.292,471.7,117.337,139.041,427.621
All,2017,Feb,248.791,244.622,248.693,126.1,199.147,474.546,118.375,138.796,427.992
All,2017,Mar,249.165,244.978,248.978,128.25,200.091,474.561,118.573,136.234,428.336
All,2017,Apr,249.739,245.5,249.514,128.349,202.389,473.582,118.639,135.781,432.175
All,2017,May,250.016,244.785,250.376,126.563,202.212,473.512,118.577,135.563,431.911
All,2017,Jun,249.653,244.597,251.629,124.63,201.263,474.36,118.518,135.497,433.121
All,2017,Jul,250.214,244.706,251.87,122.485,199.466,476.126,118.863,135.388,434.033
All,2017,Aug,250.493,245.042,252.615,124.147,200.652,476.869,118.875,135.702,433.328
All,2017,Sep,250.993,245.884,252.984,128.15,204.775,476.485,118.87,136.189,434.057
All,2017,Oct,251.364,246.621,253.125,129.57,202.457,477.121,118.663,136.502,436.252
All,2017,Nov,250.871,246.991,253.177,125.398,204.014,477.198,118.42,136.717,436.352
All,2017,Dec,251.238,246.791,253.845,120.614,203.023,477.802,118.336,136.671,435.831
All,2017,Annual,250.065,245.419,251.229,125.612,201.565,475.322,118.504,136.507,432.584
All,2018,Jan,252.361,247.359,254.857,122.266,205.338,481.06,118.647,136.635,437.687
All,2018,Feb,252.266,248.166,255.713,126.587,207.359,482.897,119.093,136.327,438.306
All,2018,Mar,252.37,248.287,256.388,128.604,207.845,483.984,119.281,136.029,439.269
All,2018,Apr,253.209,248.818,256.969,129.365,210.734,484.034,118.966,135.943,442.553
All,2018,May,253.098,248.126,257.907,128.362,214.125,484.853,118.851,136.261,442.71
All,2018,Jun,253.231,248.844,258.71,125.382,214.679,486.019,119.145,136.535,442.851
All,2018,Jul,253.746,248.469,259.268,122.831,214.039,485.193,119.272,136.77,443.17
All,2018,Aug,254.077,248.407,259.884,122.447,213.482,484.172,118.972,137.336,442.934
All,2018,Sep,254.393,249.921,259.941,127.44,212.414,484.708,119.163,137.868,443.409
All,2018,Oct,254.358,250.757,260.268,129.108,213.482,485.269,118.85,137.776,444.334
All,2018,Nov,254.379,251.326,260.473,124.935,209.924,486.886,119.147,136.981,445.48
All,2018,Dec,255.21,251.131,261.36,120.526,204.541,487.409,119.705,136.976,445.059
All,2018,Annual,253.558,249.134,258.478,125.654,210.664,484.707,119.091,136.786,442.314
All,2019,Jan,256.417,251.688,262.284,122.422,202.57,490.204,120.265,137.055,446
All,2019,Feb,257.222,252.599,263.057,125.631,204.236,491.227,120.306,137.168,448.15
All,2019,Mar,257.724,252.087,263.886,125.785,208.836,492.306,120.743,137.082,448.471
All,2019,Apr,257.708,251.758,264.452,125.542,214.142,493.331,120.821,137.182,448.658
All,2019,May,258.11,252.101,265.137,124.429,215.391,494.928,120.254,137.199,449.896
All,2019,Jun,258.064,252.538,266.461,123.749,213.073,495.563,120.145,137.344,449.345
All,2019,Jul,258.274,253.129,267.101,122.161,213.405,497.687,120.128,137.595,451.709
All,2019,Aug,258.41,253.314,267.263,123.641,211.084,500.916,120.458,138.154,453.074
All,2019,Sep,258.943,253.261,267.822,127.009,209.35,501.468,120.357,138.409,453.193
All,2019,Oct,259.632,253.207,267.794,126.154,210.487,506.1,120.982,138.529,455.225
All,2019,Nov,259.467,252.463,267.925,122.986,209.763,507.541,121.381,138.92,456.262
All,2019,Dec,259.823,252.361,268.236,119.111,208.482,509.689,121.545,138.839,455.413
All,2019,Annual,258.316,252.542,265.952,124.052,210.068,498.413,120.615,137.79,451.283
All,2020,Jan,261.057,253.592,269.468,120.853,208.284,512.149,121.986,139.132,458.336
All,2020,Feb,261.876,254.831,270.281,124.438,207.772,513.923,122.067,139.256,460.144
All,2020,Mar,262.708,255.66,270.273,123.815,203.854,515.605,122.265,139.199,461.495
All,2020,Apr,266.757,256.423,270.184,118.394,193.732,517.053,121.935,139.378,461.294
All,2020,May,268.439,257.713,270.823,114.582,191.419,519.194,122.779,139.34,460.73
All,2020,Jun,269.77,258.033,271.831,114.734,195.609,520.734,122.015,139.258,462.149
All,2020,Jul,268.863,256.96,272.445,114.267,200.766,522.686,121.304,140.794,463.712
All,2020,Aug,269.079,257.678,272.866,116.299,202.386,523.295,122.074,141.32,462.847
All,2020,Sep,269.163,257.73,273.116,119.354,202.715,522.528,122.188,141.369,463.656
All,2020,Oct,269.828,258.936,273.014,119.172,203.086,520.725,122.581,141.469,463.919
All,2020,Nov,269.069,259.995,273.29,116.602,202.828,519.848,123.016,141.534,464.211
All,2020,Dec,270.023,259.397,273.684,114.434,203.56,518.766,122.692,141.549,466.332
All,2020,Annual,267.219,257.246,271.773,118.079,201.334,518.876,122.242,140.3,462.402
All,2021,Jan,270.938,259.765,274.336,117.785,205.631,522.133,122.14,141.556,467.995
All,2021,Feb,271.363,260.011,275.137,119.998,209.054,524.207,123.021,141.679,469.886
All,2021,Mar,271.812,260.652,276.028,120.746,215.761,524.734,123.567,141.289,472.607
All,2021,Apr,273.09,261.265,277.258,120.656,222.547,524.585,124.546,141.742,473.649
All,2021,May,274.212,261.711,278.648,120.951,229.689,523.918,124.769,142.002,473.011
All,2021,Jun,276.206,262.913,280.366,120.324,237.701,522.989,124.893,142.174,473.718
All,2021,Jul,278.127,263.226,281.604,119.078,239.722,524.219,125.588,142.386,477.103
All,2021,Aug,279.135,264.315,282.391,121.194,238.333,525.247,126.245,143.011,479.048
All,2021,Sep,281.506,264.98,283.744,123.406,236.373,524.818,126.438,143.807,479.525
All,2021,Oct,284.205,264.748,285.31,124.323,241.042,527.564,127.301,143.974,483.592
All,2021,Nov,285.507,264.957,286.308,122.383,245.532,528.877,126.952,143.884,484.683
All,2021,Dec,286.966,265.41,287.511,121.068,246.499,530.026,126.695,143.844,487.131
All,2021,Annual,277.756,262.829,280.72,120.993,230.657,525.276,125.18,142.612,476.829
All,2022,Jan,289.772,266.749,289.889,124.079,248.424,535.048,127.937,143.876,490.856
All,2022,Feb,292.794,269.128,291.504,127.868,253.15,536.932,129.116,143.913,496.045
All,2022,Mar,295.728,270.352,293.577,128.919,264.525,539.739,129.437,143.475,498.538
All,2022,Apr,298.711,271.376,295.259,127.126,266.892,541.515,129.892,143.212,500.673
All,2022,May,302.038,272.293,297.868,126.97,274.282,543.488,130.36,143.108,502.966
All,2022,Jun,305.041,273.537,300.927,126.619,284.644,546.717,130.677,143.335,505.312
All,2022,Jul,308.532,274.344,302.327,125.188,278.958,549.562,131.087,143.15,507.204
All,2022,Aug,310.875,275.627,304.506,127.328,270.334,553.429,131.437,143.687,510.892
All,2022,Sep,313.142,275.81,306.521,130.143,266.109,556.323,131.581,144.089,512.565
All,2022,Oct,315.323,278.009,307.816,129.414,267.979,554.043,132.49,143.988,514.958
